id,city_id,area_id,terms_id,created_by,updated_by,title,description,logo_name,cover_name,address,security_code,postal_code,terms_validity,website,private_phone,customer_phone,order_email,order_fax,order_sms,preferred_contact,latitude,longitude,delivery_time,rating,position,status,budget,service_fee,min_order_value,active,accept_voucher,free_delivery,has_discount,delivery,online_payment,pickup,pre_order,deleted,vat_included,products_vat_enabled,delivery_vat_enabled,packaging_vat_enabled,vat_enabled,vat_visible,commission_rule,commission_type,created_at,updated_at,comment_for_order,delivery_commission_enabled,packaging_commission_enabled,old_id,disabled_from_datetime,disable_duration,manager,branch_title,vat,vendor_delivery_areas_text,english_title,online_delivery_enabled,order_inform,comment_for_manager,chain_id,vms_client_id,fidilio_enabled,fidilio_link,vendor_change_status_reason_id,delivery_type,delivery_description,main_branch,container_fee,closed_at_lunch,mqtt_token,recommended_for,establishment,most_popular_items,costs_for_two,capacity,service_price,parking_space,online_order,off_days,closed_until,vote_count,sort_index,container_price_type,picked_by,picked_at,vms_vendor_id,polygon_checked,delivery_guarantee,comment_count,call_phone,expedition_type,sales_agent_id,in_place_delivery,pre_order_status,sms_frequency,is_vegetarian,orders_count,food_average_price,express_shift,vms_status,pre_order_only,weekly_delivery_fee,vendor_type,has_dongle,reject_out_of_zone_order,express_delivery_time,fix_delivery_fee,performance_rank,express_delivery_fee_class_id,special_day_end_time,broker_type,trending_score,stock_enabled,exclusive_info,first_time_activated_at,webhook_url,static_map_name,max_delivery_radius,detailed_address,vendor_crisis_management_id,delay,vendor_type_id,pre_order_schedule_day,is_ecommerce,inform_client_id,inform_type,has_wallet,is_excluded,is_vip,cover_owner,discount_category_title,extra_info,uid
85891,1,177,1,5185256,9487869,حلیم و کبابسرای تک,,61220bfa53755.jpg,,میدان امام حسین، خیابان گرگان (نامجو)، چهار راه معینه، پلاک 251، حلیم و کبابسرای تک,123318,,2018-01-01,,09199782273,77515849 - 77515863,,,,CUSTOMER_PHONE,35.704607,51.443431,45,7.727716330514,1000,TEMPORARY_CLOSED,NORMAL,0,80000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,STEPPED_BY_REVENUE,2021-08-22 13:04:02,2023-12-10 00:23:39,,0,1,,,,آقای شیری,,0,,tak,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,RESTAURANT,,440136,25,,LOT,,,2023-12-10 23:59:59,5968,,AMOUNT,8465897,2023-12-09 18:23:01,,0,0,5968,982177515849,ZF_EXPRESS,4393330,0,TODAY_TOMORROW,,0,21231,181838,,OFFLINE,0,12605,RESTAURANT,0,0,45,,,,2023-10-03 23:59:00,,,1,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-09-04 14:46:49,,,-1,,,0,1,,0,1,PUSH,1,0,,,,[],357673
93111,5,793,1,5185256,12225262,فست فود هوبر,,630753de3422a.jpeg,,بلوار قاضی، طباطبائی، بین 3 و 5، پلاک 170، فست فود هوبر,123375,,2018-01-01,,09151158004 - 09155616799,05137293636,,,,CUSTOMER_PHONE,36.3159979,59.5778618,45,8.270228812476,1000,ACTIVE,NORMAL,0,40000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,STEPPED_BY_REVENUE,2021-09-25 12:05:16,2023-12-10 00:23:32,,0,1,,,,آقای احمدیان شالچی,,0,,pitzahober,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,250322,40,,LOT,,,,7643,,AMOUNT,3241458,2023-12-06 13:40:04,,0,0,7643,985137138168,ZF_EXPRESS,11307980,1,TODAY_TOMORROW,,0,27245,139476,,OFFLINE,0,10989,RESTAURANT,0,0,45,,,,,,,0,"{""is_exclusive"":true,""grade"":""D"",""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2023-05-22 01:46:10"",""end_date"":""2025-05-21 01:46:13"",""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-09-27 15:48:52,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],379333
234967,3,401,1,9569772,17000587,فست فود سان ویچ,,63e13a210d055.jpeg,,دروازه تهران، نرسیده به پل کابلی، ضلع شمالی، فست فود سان ویچ,202767,,2018-01-01,,09144151530,04133315322 - 09914170387,,,,CUSTOMER_PHONE,38.052746258403,46.351747512817,45,8.5400091449474,1000,TEMPORARY_CLOSED,ECONOMICAL,0,190000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,STEPPED_BY_REVENUE,2022-03-09 23:11:47,2023-12-10 00:23:16,,0,1,,,,آقای شاه آبادیان,,0,,sanvich,1,VMS,,,,0,,52,RESTAURANT,,0,0,1,,,FASTFOOD,,222912,,,SOME,,,2023-12-10 23:59:59,4194,,AMOUNT,20787842,2023-12-09 15:59:13,,0,0,4194,989144151530,DELIVERY,11307895,1,TODAY_TOMORROW,,0,14187,131904,,OFFLINE,0,16201,RESTAURANT,0,0,45,,,,,,,0,"{""is_exclusive"":true,""grade"":""D"",""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2023-06-22 14:18:16"",""end_date"":""2025-06-21 14:18:20"",""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2022-03-30 15:26:02,,,-1,,,0,4,,0,4,CALL,1,0,,,,[],804901
322670,10,401,1,5422959,5182666,فست فود اسپاکتی,,64ede14e1d084.png,,نامجو، سیادتی، تقاطع بلوار نامجو، فست فود اسپاکتی,225561,,2023-08-03,,09368078778,09334200552 - 01333324837,,,,CUSTOMER_PHONE,37.264722,49.587641,45,8.6622516556291,1000,ACTIVE,ECONOMICAL,0,65000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-08-03 15:56:45,2023-12-10 00:23:14,"",0,1,,,,آقای منصف حقيقى دوست,,0,,aspakati,1,VMS,,,,0,,55,RESTAURANT,,0,0,1,,,FASTFOOD,,,10,,NONE,,,,425,,AMOUNT,,,,0,0,425,989368078778,ZF_EXPRESS,156366,1,TODAY_TOMORROW,,0,1045,57400,,OFFLINE,0,14021,RESTAURANT,0,0,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-08-16 11:23:13,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],1068010
67172,124,2039,1,3379286,9703693,فست فود لف و لوف,,6016f8194e7a0.jpg,,خیابان رازی، بین فرعی دوم و سوم شرقی، پلاک 29، فست فود لف و لوف,105476,,2018-01-01,,09015681106,03145246280,,,,CUSTOMER_PHONE,32.859294,51.543592,45,9.1532700948577,1000,TEMPORARY_CLOSED,NORMAL,0,16000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2021-01-31 22:04:01,2023-12-10 00:23:12,,0,1,,,,آقای تاج پور,,0,,lefloof,1,VMS,,,,0,,52,RESTAURANT,,0,0,0,,,FASTFOOD,,96406,13,0,SOME,,,2023-12-10 23:59:59,3826,,AMOUNT,,,,0,0,3826,983145246280,DELIVERY,155323,1,TODAY_TOMORROW,,0,14485,76071,,OFFLINE,0,25380,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,1,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-02-08 17:29:43,,,-1,,,0,4,,0,1,PUSH,1,0,0,,,,301516
327402,20,401,1,5185256,7332387,فست فود تک برگر - شبانه,,64e4a6242e5b5.jpg,,دره چایی، بلوار ارشاد، ۲۲ بهمن بعد از کوی شهید شکیبی، کوی ۵، فست فود تک برگر - شبانه,211787,,2018-01-01,,09010633144,04433433168 - 09010633144,,,,CUSTOMER_PHONE,37.54798,45.055972,45,0,1000,TEMPORARY_CLOSED,ECONOMICAL,0,40000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-08-22 15:42:20,2023-12-10 00:23:10,,0,1,,,,آقای ‌کهنسال آغجه دیزج,,0,,takburger,1,PWA,,,,0,,57,RESTAURANT,,0,0,1,,,FASTFOOD,,,,,SOME,,,2023-12-15 23:59:59,,,AMOUNT,5579407,2023-12-04 00:59:41,,0,0,0,984433433168,DELIVERY,156366,1,TODAY_TOMORROW,,0,0,75975,,OFFLINE,0,,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-10-24 17:09:31,,,-1,,,0,4,,0,16,PUSH,1,0,,,,[],1082206
223324,168,2375,1,9855891,7393879,فست فود دوکتور (جنوب),,63417a69476b4.PNG,,خیابان خرمشهر، تقاطع معلم، فست فود دوکتور (جنوب),136531,,2018-01-01,,09192417832,09052417003,,,,CUSTOMER_PHONE,36.665656,48.499537,45,7.9628252788104,1000,TEMPORARY_CLOSED,NORMAL,0,200000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,PERCENTAGE,2022-01-09 20:39:18,2023-12-10 00:22:55,"",0,1,,,,آقای عبدی,,0,,doctor,1,VMS,,2571,,0,,,RESTAURANT,,0,10,1,,,FASTFOOD,,258268,,,SOME,,,2023-12-10 23:59:59,2924,,PERCENTAGE,5777548,2023-12-08 15:10:59,,0,0,2924,989052417003,DELIVERY,350649,1,TODAY_TOMORROW,,0,8585,177504,,OFFLINE,0,26363,RESTAURANT,0,0,45,,,,,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2022-01-12 17:07:22,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],769972
339552,1,1,1,4309697,6942803,کافه رستوران بمب مهدیار (شعبه نارمک),,653271e7df1df.jpg,,نارمک، میدان 72، نبش کوچه قائم، پلاک 2، کافه رستوران بمب مهدیار (شعبه نارمک),237639,,2023-10-12,,09364316503 - 09907210980,09364316503,,,,CUSTOMER_PHONE,35.726349,51.486869,45,7.84,1000,TEMPORARY_CLOSED,NORMAL,0,100000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-10-12 11:27:13,2023-12-10 00:22:51,,0,1,,,,آقای زرخیز,narmak,0,,bombmahdiar,1,PWA,,,,0,,,RESTAURANT,,0,0,1,,,RESTAURANT,,,20,,SOME,,,2023-12-15 23:59:59,50,,AMOUNT,4261729,2023-11-30 14:45:53,,0,0,50,989364316503,DELIVERY,350649,1,TODAY_TOMORROW,,0,0,125648,,OFFLINE,0,24111,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-10-20 00:07:59,,,-1,,,0,1,,0,16,PUSH,1,0,,,,[],1118656
38350,1,207,1,1874954,3921420,فست فود مستر کنتاکی,,5cc47ec850f54.jpg,5de5321f89327.jpg,بزرگراه رسالت، 16 متری اول جنوبی، خیابان همایی، نبش کوچه نهم، مرکز خرید سام، پلاک 253، فست فود مستر کنتاکی,40763,,2017-01-01,,09122036977,22332118 - 22332119,,,,CUSTOMER_PHONE,35.736114675794,51.468286514282,45,8.2942496493689,1000,TEMPORARY_CLOSED,NORMAL,0,20000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,PERCENTAGE,2019-03-07 18:23:32,2023-12-10 00:22:36,,0,1,,,,آقای ملکی,,0,,kentaky,1,VMS,بی پاسخ7.13,,,0,,51,RESTAURANT,,0,0,0,,,FASTFOOD,,337684,24,,SOME,,,2023-12-10 23:59:59,6971,30396,AMOUNT,2438909,2023-12-04 11:57:16,,0,1,6971,982122332118,DELIVERY,3209008,1,TODAY_TOMORROW,,0,118,198075,DINNER_LUNCH,OFFLINE,0,10857,RESTAURANT,0,1,45,,846,,,,0.000186034,1,"{""is_exclusive"":true,""grade"":""D"",""is_blocked"":false,""start_date"":""2020-08-22 16:35:24"",""end_date"":""2022-08-23 16:35:25"",""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""is_super_exclusive"":false}",2019-03-09 22:46:30,,,-1,,1,0,4,,0,1,PUSH,1,0,0,,,,215050
267793,1,196,1,13537681,6942803,فست فود بمب مهدیار,,6329d1e905e62.jpeg,,خیابان سبلان، پایین تر از مترو، پلاک 309، روبرو اداره مالیات، فست فود بمب مهدیار,159666,,2017-01-01,,09907210980,09907210980,,,,CUSTOMER_PHONE,35.7169232,51.465145,45,7.97,1000,TEMPORARY_CLOSED,NORMAL,0,40000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,STEPPED_BY_REVENUE,2022-09-08 17:12:56,2023-12-10 00:22:33,,0,1,,,,آقای زرخیز,,0,,mahdyar,1,VMS,,104086,,0,,91,RESTAURANT,,1,0,1,,,RESTAURANT,,211894,20,,SOME,,,2023-12-15 23:59:59,145,,AMOUNT,3578251,2023-11-27 15:50:03,,0,0,145,989907210980,ZF_EXPRESS,4424723,0,TODAY_TOMORROW,,0,0,106052,,OFFLINE,0,27728,RESTAURANT,0,0,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-09-13 11:08:31,,,-1,,,0,1,,0,1,PUSH,1,0,,,,[],903379
337197,1,1,1,20937639,7943826,شاورما کمال عیاش,,654395b1382a9.jpg,,تهرانپارس، خیابان توحید، نبش خیابان ۱۳ شرقی، پلاک 44/2، شاورما کمال عیاش,240304,,2023-10-02,,09388030883,77081894,,,,CUSTOMER_PHONE,35.757549925099,51.539633273751,45,8.9166666666667,1000,CLOSED_ORDER_CANCELLATION,NORMAL,0,90000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-10-02 20:11:05,2023-12-10 00:22:17,,0,1,,,,اقای میرزائی,,0,,kamalayash,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,,,,,,,2023-12-10 23:59:59,24,,AMOUNT,1277181,2023-12-05 12:34:02,,0,0,24,982177081894,ZF_EXPRESS,350649,1,TODAY_TOMORROW,,0,73,114047,,OFFLINE,0,10058,RESTAURANT,0,0,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-10-28 17:25:55,,,-1,,,0,4,,0,4,CALL,1,0,,,,[],1111591
19142,1,270,1,1271309,3125772,فست فود آتنا,,5a0bde75bfd43.png,,جیحون، بین مرتضوی و کمیل، پلاک 147، فست فود آتنا,7574,,2017-01-01,,09196778326,66370417 - 66364678,,,,CUSTOMER_PHONE,35.682423177673,51.364338845015,45,7.2857142857143,34,CLOSED_ORDER_CANCELLATION,NORMAL,0,30000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2017-11-15 09:53:03,2023-12-10 00:22:17,"",0,1,,,,آقای حیدری,,0,دامپزشکی; هاشمی; امام خمینی; کمیل; رودکی; قصرالدشت; کارون; جیحون; نواب; بریانک;,atena,1,VMS,تعیمرات 8.1,,,0,,54,RESTAURANT,,0,0,0,,,FASTFOOD,,155946,25,0,NONE,,,2023-12-10 23:59:59,320,36022,AMOUNT,3578251,2023-12-03 15:09:24,,0,0,320,982166370417,ZF_EXPRESS,424168,1,TODAY_TOMORROW,,0,2,92567,,OFFLINE,0,11675,RESTAURANT,0,1,45,0,9427,,2023-09-14 23:59:00,mqtt,0.00000213433,,"{""is_exclusive"":false,""is_blocked"":false,""start_date"":null,""end_date"":null,""is_super_exclusive"":false,""grade"":""D""}",2018-11-19 06:23:42,,,-1,,1,0,4,,0,1,PUSH,1,0,0,,,,157426
90975,14,1071,1,5185275,12111497,فست فود کاکو 2,,6140adaf828c7.jpg,,پردسان، بلوار بهشت، نبش خیابان فهیمی، فست فود کاکو 2,125400,,2017-01-01,,09127464526,02532817700 - 02532816600 - 02532815500,,,,CUSTOMER_PHONE,34.554245766154,50.792015790939,45,8.8751064917362,1000,TEMPORARY_CLOSED,NORMAL,0,70000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2021-09-14 18:41:59,2023-12-10 00:22:11,,0,1,,,,خانم فتوح آبادی,,0,,kako2,1,VMS,,,,0,,,RESTAURANT,,0,0,0,,,FASTFOOD,,136804,,,LOT,,,2023-12-15 23:59:59,11558,,AMOUNT,3033485,2023-12-06 12:29:53,,0,0,11558,982532817700,ZF_EXPRESS,11307983,1,TODAY_TOMORROW,,0,0,89485,,OFFLINE,0,7431,RESTAURANT,0,1,45,,,,2023-04-22 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""A"",""is_blocked"":true,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2021-09-23 12:41:14,,,-1,,,0,4,,0,1,PUSH,1,0,1,,,[],372925
353539,1,200,1,21669206,21669206,گل نوزده,,,,تهران، تهران، تهران، ارامنه، بزرگراه امام علی، سبلان شمالی بعد از مجید داوودآبادی، ,,,2023-12-09,,09015156921,02188425631,,,,,35.722334101707,51.461828424763,,0,1000,DAKHL_REGISTERED,,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,PERCENTAGE,2023-12-09 23:36:54,2023-12-10 00:21:56,,1,1,,,,رضا  ‌عرب حلوایی,,9,,,1,CALLING,,,,0,,,RESTAURANT,,0,0,1,,,,,,,,,,,,,,AMOUNT,,,,0,0,0,,DELIVERY,,0,TODAY_TOMORROW,,0,,,,OFFLINE,0,,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false}",,,,,,,0,78,,0,,,0,0,,,,[],1160617
350053,6,401,1,9278964,21499111,ساندویچ کاغذی,,6562e0e86ad0c.jpg,,ستارخان، کوچه خیوه، بلوار ستارخان، ساندویچ کاغذی,240647,,2018-01-01,,09172009098,07136268011 - 09370975793,,,,CUSTOMER_PHONE,29.624498,52.501198,45,7.0697674418605,1000,TEMPORARY_CLOSED,NORMAL,0,60000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-11-26 09:38:40,2023-12-10 00:21:15,,0,1,,,,آقای توافقی,,0,,kaghazi,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,,,,,,LOT,,,2023-12-10 23:59:59,43,,AMOUNT,7971701,2023-12-06 14:53:47,,0,0,43,989171113803,ZF_EXPRESS,11307873,1,TODAY_TOMORROW,,0,0,77214,,OFFLINE,0,8240,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-11-27 23:01:11,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],1150159
34923,1,528,1,1026507,4363605,سرزمین جگر,,5c4f585292db9.jpg,6525013e42ad6.jpg,جنت آباد جنوبی، ضلع شمال شرقی میدان چهار باغ، جنب بن بست لاله، بلوک 6، سرزمین جگر,40201,,2018-01-01,,09125035816,44480542,,,,CUSTOMER_PHONE,35.751454,51.304122,45,8.0957746478873,1000,TEMPORARY_CLOSED,NORMAL,0,150000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,PERCENTAGE,2019-01-28 23:00:05,2023-12-10 00:20:59,"",0,1,,,,آقای خلج زاده,,0,,sarzaminjegr,1,VMS,"عدم سرویس دهی 1/10
تکنیکال / تنورشون به مشکل خورده 2/8
مدیریت - تا 15 ام فروردین 99 - 98/12/16",,,0,,52,RESTAURANT,,0,0,0,,,RESTAURANT,,110852,35,,SOME,,,2023-12-15 23:59:59,8695,36,AMOUNT,5241685,2023-11-04 18:10:42,,0,1,8695,982144480542,ZF_EXPRESS,155323,1,TODAY_TOMORROW,,0,19838,64375,DINNER_LUNCH,OFFLINE,0,16847,RESTAURANT,0,0,45,,2914,89,2023-09-24 23:59:00,,0.0000636489,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""start_date"":null,""end_date"":null,""is_super_exclusive"":false}",2019-02-15 12:11:28,,,-1,,1,0,1,,0,1,PUSH,1,0,0,,,,204769
281137,1,1,1,16368416,8882083,تهیه غذای برادران,,639207bc63d55.jpg,,خیابان مالک اشتر، بین جیحون و یادگار امام، کوچه برادران، پلاک 239، تهیه غذای برادران,199890,,2022-12-05,,09395314070,09105591699,,,,CUSTOMER_PHONE,35.68442,51.361012,45,7.7123595505618,1000,CLOSED_ORDER_CANCELLATION,NORMAL,0,50000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2022-12-05 16:58:26,2023-12-10 00:20:49,,0,1,,,,آقای امجدیان,,0,,baradaran,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,RESTAURANT,,141408,25,,SOME,,,2023-12-10 23:59:59,415,,AMOUNT,3578251,2023-12-03 15:19:00,,0,0,415,989105591699,ZF_EXPRESS,155323,1,TODAY_TOMORROW,,0,1475,67944,,OFFLINE,0,36800,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-02-07 19:55:05,,,-1,,,0,1,,0,4,CALL,1,0,,,,[],943411
13810,1,43,1,317355,780534,پیتزا ثمن,,5e32d70fa683d.jpg,5da328caf276c.jpg,ولیعصر، بالاتر از پارک وی، شهید فیاضی، پلاک 34، پیتزا ثمن,4793,,2017-01-01,,09121354129,22052977,bunnybar@gmail.com,,,CUSTOMER_PHONE,35.787018,51.426822,70,8.2349841938883,35,ACTIVE,NORMAL,0,20000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,PERCENTAGE,2017-03-13 10:27:09,2023-12-10 00:20:44,,0,1,,,,آقای تهرانی,,0,فرشته; پارک وی; زعفرانیه; ولنجک; تجریش;,samanpizza,1,VMS,تماس 3/23,99,,0,,57,RESTAURANT,,1,0,0,,,FASTFOOD,,437884,30,0,SOME,,,,908,11288,AMOUNT,2438909,2023-12-07 12:17:55,,0,1,908,982122052977,ZF_EXPRESS,156366,1,TODAY_TOMORROW,,0,7,268933,DINNER_LUNCH,OFFLINE,0,14614,RESTAURANT,0,1,40,,3919,89,,mqtt,0.00000024614,,"{""is_exclusive"":false,""is_blocked"":false,""start_date"":null,""end_date"":null,""is_super_exclusive"":false,""grade"":""D""}",2018-11-19 00:08:37,,,-1,,1,0,4,,0,1,PUSH,1,0,0,,,,141430
236571,4,957,1,6948505,643151,پیتزا سوخاری بکسمات (شبانه),,623ed494cf802.png,,بلوار موذن، نبش بلوار دانشگاه، جنب مسجد، پیتزا سوخاری بکسمات (شبانه),11623,,2018-01-01,,09390179067,02634208442,,,,CUSTOMER_PHONE,35.854751,50.982587,45,7.7001647446458,1000,TEMPORARY_CLOSED,NORMAL,0,25000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,PERCENTAGE,2022-03-26 13:23:40,2023-12-10 00:20:41,,0,1,,,,آقای پویان خان گلدی,,0,,baxmat,1,VMS,,103796,,0,,88,RESTAURANT,,0,0,1,,,FASTFOOD,,289466,25,,LOT,,,2023-12-10 23:59:59,548,,AMOUNT,391498,2023-11-26 10:25:17,28124,0,0,548,982634208442,DELIVERY,3397828,1,TODAY_TOMORROW,,0,2771,175251,,OFFLINE,0,17842,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2022-03-27 13:32:59,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],809713
90405,125,2046,1,12080911,9707839,پیتزا ساندویچ میلانو,,613f642078329.jpg,,بلوار شعبانیه، انتهای نیروی هوایی، نبش پارک، پیتزا ساندویچ میلانو,124418,,2021-09-12,,09013790821,05632313434,,,,CUSTOMER_PHONE,32.900830724039,59.230706691742,45,7.6622185154295,1000,CLOSED_ORDER_CANCELLATION,NORMAL,0,25000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2021-09-12 11:28:28,2023-12-10 00:20:19,,0,1,,,,آقای رحمتی,,0,,milano,1,VMS,,,,0,,80,RESTAURANT,,0,0,0,,,FASTFOOD,,125286,,,LOT,,,2023-12-10 23:59:59,2218,,AMOUNT,2943103,2023-12-09 12:48:40,,0,0,2218,985632313434,DELIVERY,4005999,1,TODAY_TOMORROW,,0,4006,90766,,OFFLINE,0,18947,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-09-16 11:52:44,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],371215
266785,1,2880,1,306366,1587213,طهران باربیکیو,,631460668685d.jpeg,,اقدسیه، خیابان موحد دانش، رو به روی سفارت چین، نبش بوستان، پلاک 27، طهران باربیکیو,183536,,2017-01-01,,09121321213,22299427,,,,CUSTOMER_PHONE,35.806537,51.478329,45,7.8047579983593,1000,TEMPORARY_CLOSED,NORMAL,0,40000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,STEPPED_BY_REVENUE,2022-09-04 12:53:02,2023-12-10 00:20:15,,0,1,,,,خانم باشتنی,,0,,tehranbarbikio,1,VMS,,,,0,,,RESTAURANT,,0,10000,1,,,RESTAURANT,,125904,20,,LOT,,,2023-12-10 23:59:59,1149,,AMOUNT,5811673,2023-12-09 16:39:59,,0,0,1149,982122299427,DELIVERY,4393330,0,TODAY_TOMORROW,,0,3746,92088,,OFFLINE,0,26292,RESTAURANT,0,1,45,,,,,,,1,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2022-09-12 18:39:35,,,-1,,,0,1,,0,1,PUSH,1,0,,,,[],900355
